"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"50842","1.0","748","['MATH']","This course is an introduction to the mathematics of randomness and games of chance. Topics include combinatorial analysis, elementary probability measures, conditional probability, random variables, special distributions, expectations, generating functions and limit theorems. Prerequisite: Mathematics 126 or 128. Offered both semesters.","","","","","['Paul J. Roback']","200","['SC 182']","Probability Theory","","262","False","Prerequisite: Mathematics 126 or 128. Offered both semesters.","","1","O","20061","['MWF 1150-1245PM']","","Research","2006"
"50843","1.0","1181","['PSYCH']","This course examines several major theoretical perspectives on psychotherapy. Students review empirically supported treatments for specific clinical disorders, as well as ""nonspecific"" factors that affect the therapeutic process. Students explore ethical and legal challenges related to psychotherapy delivery, as well as multicultural and other diversity issues. Course format is primarily discussion-based. This course is only open to juniors and seniors and is offered every year. Prerequisite: Psychology 264 or 271.","","","","","['Jumi Hayaki']","300","['HH 302']","Clinical/Counseling Psych","","375","False","Prerequisite: Psychology 264 or 271.","","1","C","20061","['MWF 0905-1000']","Clinical/Counseling Psychology","Research","2006"
"50847","1.0","1094","['PHYS']","Students analytically investigate Quantum Theory, in which a particle's behavior is described through a statistically-interpreted wave function rather than through the concepts of Newtonian mechanics. Topics include an examination of the conceptual framework, solution of the Schrodinger Equation for systems such as the harmonic oscillator and the hydrogen atom and approximation methods for treating more complex systems and the interaction of radiation with matter. Prerequisites: Physics 244 and 374, and concurrent registration in Physics 386. Offered Fall Semester.","","","","","['Brian Borovsky']","300","['SC 110']","Quantum Mechanics","","376","False","Prerequisites: Physics 244 and 374, and concurrent registration in Physics 386. Offered Fall Semester.","","1","O","20061","['MWF 0800-0855']","","Research","2006"
"50850","0.5","1019","['PEAC']","This course offers instruction in basic strokes, history, rules, etiquette and terminology of racquet sports (tennis, racquetball, badminton, pickleball, table tennis). Students participate in a wide range of assessments designed to enhance physical fitness (strength, endurance, nutrition, flexibility, body composition, stress).","","","","","['Scott Nesbit']","100","['SAC_GYM_N']","Racquet Sports .50","","150","False","False","","1","C","20061","['MWF 0200-0255PM']","Racquet Sports","Research","2006"
"50854","1.0","1312","['SOAN']","This course examines and analyzes religious beliefs, meanings, rituals and organizational patterns from an empirical perspective. Students study the social organization and functions of religion, the process of secularization in society, the practice and function of civil religion, religious conversion and defection and sectarian religious movements. Offered Fall or Spring Semester.","","","","","['Michael Leming']","200","['HH 514', 'HH 514']","Rel, Culture, Society","","265","False","False","","1","O","20061","['T 0800-0925', 'Th 0800-0920']","Religion, Culture and Society","Research","2006"
"50856","1.0","178","['AMCON']","Burgeoning cities and industrialism, an emerging market economy, changing opportunities for women, an influx of immigrants and the migration of African Americans to urban centers -- all opened questions of freedom of expression, distribution of resources and American identity. Topics and texts include the Statue of Liberty, the World's Columbian Exposition, the Model T Ford and the Harlem Renaissance.","","","","","['L. DeAne Lagerquist']","200","['BMC 101']","Remaking Am: 1845-1945","","201","False","False","A","1","C","20061","['MWF 1255-0150PM']","Re-making America, 1865-1945","Research","2006"
"50857","1.0","178","['AMCON']","Burgeoning cities and industrialism, an emerging market economy, changing opportunities for women, an influx of immigrants and the migration of African Americans to urban centers -- all opened questions of freedom of expression, distribution of resources and American identity. Topics and texts include the Statue of Liberty, the World's Columbian Exposition, the Model T Ford and the Harlem Renaissance.","","","","","['Charles Huff']","200","['BMC 109']","Remaking Am: 1845-1945","","201","False","False","B","1","C","20061","['MWF 1255-0150PM']","Re-making America, 1865-1945","Research","2006"
"50858","1.0","461","['ENVST']","Remote sensing and GIS are increasingly used to address basic and applied questions in the environmental sciences and a host of other disciplines. We will survey available remote sensing image types and learn to process (ground-truthing, GPS, scanning, digitizing) and interpret remotely sensed images. We will also learn theory and practice of geographic information systems (basic cartography and spatial statistics). A weekly 3-hour laboratory is required. Counts toward major and concentration: Environmental Studies. Prerequisites: Environmental Studies 137 or a Level 1 course in biology, chemistry or physics.","","461","","","['Charles Jr. Umbanhowar']","200","['RML 477']","Remote Sensing & GIS","Students in Environmental St. 255 must also register for lab Env. St. 255L.","255","False","Prerequisites: Environmental Studies 137 or a Level 1 course in biology, chemistry or physics.","","1","O","20061","['MWF 1045-1140']","Remote Sensing and Geographic Information Systems","Research","2006"
"50859","0.0","16388","['ENVST']","","","461","","","['Charles Jr. Umbanhowar']","200","['RML 477']","Remote Sensing & GIS Lab","","255","False","False","","1","O","20061","['W 0120-0320PM']","","Lab","2006"
"50860","1.0","1158","['PSYCH']","This course prepares the student with tools for understanding how research studies in psychology are conceptualized, designed, carried out, interpreted, and disseminated to the public. Use of library and Internet resources, ethical guidelines in the conduct of research and the skills of good scientific writing will be emphasized. Students work independently and in small groups to design and conduct their own research projects. Prerequisites: Psychology 125, Statistics 110, 212, or 263. Offered every semester.","","","","","['Shelly D. Dickinson']","200","['HH 302']","Research Methods","","231","False","Prerequisites: Psychology 125, Statistics 110, 212, or 263. Offered every semester.","A","1","O","20061","['MWF 1255-0150PM']","Research Methods in Psychology","Research","2006"
