"clbid","credits","crsid","departments","enrolled","firsties","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"10836","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10837","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10838","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""C""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10839","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""D""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10840","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""E""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10841","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""F""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10842","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""G""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10843","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""H""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10844","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""I""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10845","0.25","996","[""PEAC""]","24","""0/999""","","","","[""William Thornton""]","""0/999""","100","[""SAC_FH""]","24","""Archery""","101","false","","1","""0/999""","""0/999""","""C""","20051","[""MW 0800-0855""]","","""Research""","2005"
"10846","0.25","997","[""PEAC""]","11","""0/999""","","","""1""","[""Daniel Kosmoski""]","""0/999""","100","[""SAC_FH"", ""SAC_FH""]","14","""Golf""","103","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1150-0150PM"", ""Th 1245-0245PM""]","","""Research""","2005"
"10847","0.25","998","[""PEAC""]","12","""0/999""","","","","[""Tegtmeyer Judith""]","""0/999""","100","[""TC""]","12","""Rock Climbing""","106","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""TTh 0905-1000""]","","""Research""","2005"
"10848","0.25","998","[""PEAC""]","12","""0/999""","","","","[""Matthew C. McDonald""]","""0/999""","100","[""TC""]","12","""Rock Climbing""","106","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MW 1045-1140""]","","""Research""","2005"
"10849","0.25","999","[""PEAC""]","19","""0/999""","","","""1""","[""William Sean Goldsworthy""]","""0/999""","100","[""SAC_GYM_S""]","24","""In-Line Skating""","108","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10850","0.25","1003","[""PEAC""]","18","""0/999""","","","","[""Scott Nesbit""]","""0/999""","100","[""SAC_FH"", ""SAC_FH""]","24","""Ultimate Frisbee""","117","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2005"
"10851","0.25","1004","[""PEAC""]","10","""0/999""","","","","[""William Thornton""]","""0/999""","100","[""SAC_POOL""]","24","""Beginning Swimming""","121","false","","1","""0/999""","""0/999""","""O""","20051","[""MW 1045-1140""]","","""Research""","2005"
"10852","0.25","1005","[""PEAC""]","9","""0/999""","","","","[""William Thornton""]","""0/999""","100","[""SAC_POOL""]","11","""Lifeguard Training""","122","false","","1","""0/999""","""0/999""","""O""","20051","[""TTh 0800-0920""]","","""Research""","2005"
"10853","0.25","1007","[""PEAC""]","9","""0/999""","","","""1""","[""Robert Hauck""]","""0/999""","100","[""TC""]","12","""Canoeing""","125","false","","1","""0/999""","""0/999""","""C""","20051","[""MW 1255-0255PM""]","","""Research""","2005"
"10854","0.25","1008","[""PEAC""]","13","""0/999""","","","""1""","[""John Campion""]","""0/999""","100","[""SAC_POOL""]","24","""Scuba Diving""","126","false","","1","""0/999""","""0/999""","""O""","20051","[""F 0600-0900PM""]","""SCUBA""","""Research""","2005"
"10855","0.25","1010","[""PEAC""]","24","""0/999""","","","","[""Kurt Anderson""]","""0/999""","100","[""SAC_POOL""]","24","""Swim Fitness""","130","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MW 0800-0855""]","","""Research""","2005"
"10856","0.25","1010","[""PEAC""]","17","""0/999""","","","","[""Robert Hauck""]","""0/999""","100","[""SAC_POOL""]","24","""Swim Fitness""","130","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""TTh 1255-0150PM""]","","""Research""","2005"
"10857","0.25","1011","[""PEAC""]","20","""0/999""","","","","[""Robert K. McCarthy""]","""0/999""","100","[""TC""]","24","""Aerobics""","131","false","","1","""0/999""","""0/999""","""C""","20051","[""MW 0800-0855""]","","""Research""","2005"
"10858","0.5","1012","[""PEAC""]","19","""0/999""","","","","[""Daniel Kosmoski""]","""0/999""","100","[""TC""]","24","""Individual Fitness.50""","133","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","""Individual Fitness""","""Research""","2005"
"10859","0.5","1012","[""PEAC""]","21","""0/999""","","","","[""Scott Nesbit""]","""0/999""","100","[""TC""]","24","""Individual Fitness.50""","133","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""Individual Fitness""","""Research""","2005"
"10860","0.5","1012","[""PEAC""]","18","""0/999""","","","","[""Patrice Buresh""]","""0/999""","100","[""TC""]","24","""Individual Fitness.50""","133","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Individual Fitness""","""Research""","2005"
"10861","0.25","1014","[""PEAC""]","21","""0/999""","","","","[""Craig D. Stern""]","""0/999""","100","[""TC""]","24","""Jogging/Running""","135","false","","1","""0/999""","""0/999""","""C""","20051","[""TTh 0905-1000""]","","""Research""","2005"
"10862","0.25","1015","[""PEAC""]","19","""0/999""","","","","[""Daniel Kosmoski""]","""0/999""","100","[""TC""]","24","""Fitness Walking""","136","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""TTh 0905-1000""]","","""Research""","2005"
"10863","0.25","1015","[""PEAC""]","29","""0/999""","","","","[""Christopher J. Meidt""]","""0/999""","100","[""MFH""]","24","""Fitness Walking""","136","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""TTh 0800-0855""]","","""Research""","2005"
"10864","0.5","1016","[""PEAC""]","21","""0/999""","","","","[""Robert K. McCarthy""]","""0/999""","100","[""TC""]","24","""Wt Training Co-Ed .50""","140","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","""Weight Training""","""Research""","2005"
"10865","0.25","1017","[""PEAC""]","25","""0/999""","","","","[""Christopher J. Meidt""]","""0/999""","100","[""MFH_WT_RM""]","24","""Wt Training-Men""","141","false","","1","""0/999""","""0/999""","""C""","20051","[""MW 0800-0855""]","""Weight Training Men""","""Research""","2005"
"10866","0.25","1018","[""PEAC""]","22","""0/999""","","","","[""Christine Daymont""]","""0/999""","100","[""TC""]","24","""Wt Training-Women""","142","false","","1","""0/999""","""0/999""","""C""","20051","[""TTh 0800-0855""]","""Weight Training Women""","""Research""","2005"
"10867","0.5","1019","[""PEAC""]","13","""0/999""","","","","[""Scott Nesbit""]","""0/999""","100","[""SAC_GYM_N""]","16","""Racquet Sports .50""","150","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0200-0255PM""]","""Racquet Sports""","""Research""","2005"
"10868","0.25","1020","[""PEAC""]","18","""0/999""","","","","[""William Thornton""]","""0/999""","100","[""SAC_GYM_N"", ""SAC_GYM_N""]","16","""Badminton""","151","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2005"
"10869","0.25","1020","[""PEAC""]","16","""0/999""","","","","[""Craig D. Stern""]","""0/999""","100","[""SAC_GYM_N""]","16","""Badminton""","151","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""TTh 0800-0855""]","","""Research""","2005"
"10870","0.25","1022","[""PEAC""]","17","""0/999""","","","","[""Scott Nesbit""]","""0/999""","100","[""TC"", ""TC""]","16","""Tennis""","157","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1255-0150PM"", ""Th 1245-0140PM""]","","""Research""","2005"
"10871","0.25","1023","[""PEAC""]","17","""0/999""","","","","[""Scott Nesbit""]","""0/999""","100","[""TC""]","16","""Intermediate Tennis""","158","false","","1","""0/999""","""0/999""","""C""","20051","[""TTh 0200-0255PM""]","","""Research""","2005"
"10872","0.25","1031","[""PEAC""]","2","""0/999""","","","","[""William Thornton""]","""0/999""","100","","999","""Intercol C-Country M""","176","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10873","0.25","1032","[""PEAC""]","16","""0/999""","","","","[""Christine Daymont""]","""0/999""","100","","999","""Intercol C-Country W""","177","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10874","0.25","1033","[""PEAC""]","23","""0/999""","","","","[""Christopher J. Meidt""]","""0/999""","100","","999","""Intercol Football""","178","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10875","0.25","1034","[""PEAC""]","0","""0/999""","","","","[""Le Ann K H. Finger""]","""0/999""","100","","999","""Intercol Golf Men""","179","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10876","0.25","1035","[""PEAC""]","2","""0/999""","","","","[""Le Ann K H. Finger""]","""0/999""","100","","999","""Intercol Golf Women""","180","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10877","0.25","1039","[""PEAC""]","12","""0/999""","","","","[""Kurt Anderson""]","""0/999""","100","","999","""Intercol Soccer Men""","184","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10878","0.25","1040","[""PEAC""]","4","""0/999""","","","","[""Kurt Anderson""]","""0/999""","100","","999","""Intercol Soccer Women""","185","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10879","0.25","1048","[""PEAC""]","6","""0/999""","","","","[""Cynthia Book""]","""0/999""","100","","999","""Intercol Volleyball""","193","false","","1","""0/999""","""0/999""","""O""","20051","","""Intercollegiate Athletics""","""Research""","2005"
"10880","0.5","1050","[""PETH""]","8","""0/999""","","","""1""","[""Patrice Buresh""]","""0/999""","200","[""SAC 112"", ""SAC 112""]","24","""Intro to Coaching""","238","false","","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Introduction to Coaching""","""Research""","2005"
"10881","1.0","1057","[""PETH""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10882","1.0","1058","[""PETH""]","1","""0/999""","","","","[""Cynthia Book""]","""0/999""","200","","999","""IS/Female Athletic Injury""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10883","0.25","1059","[""PETH""]","2","""0/999""","","","","[""Kurt Anderson""]","""0/999""","300","","24","""Coaching Practicum""","335","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10884","1.0","1060","[""PETH""]","9","""0/999""","1060","","","[""Gary Wicks""]","""0/999""","300","[""SAC 103""]","24","""Motor Learning""","373","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10885","1.0","1062","[""PETH""]","21","""0/999""","1062","","","[""William Sean Goldsworthy""]","""0/999""","300","[""SAC 103""]","24","""Biomechanics""","374","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10886","1.0","1066","[""PETH""]","16","""0/999""","","","","[""Cynthia Book""]","""0/999""","300","[""SAC 103""]","24","""Exercise Sci Seminar""","390","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","""Exercise Science Seminar""","""Research""","2005"
"10887","1.0","1067","[""PETH""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10888","1.0","1068","[""PETH""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10889","1.0","1069","[""PHYS""]","50","""0/999""","","","","[""David Nitz""]","""0/999""","100","[""SC 170""]","60","""Intro Astronomy""","112","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","""Introductory Astronomy""","""Research""","2005"
"10890","1.0","1071","[""PHYS""]","18","""0/999""","","","","[""Robert Jacobel""]","""0/999""","100","[""SC 129""]","36","""Geophysics""","123","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Geophysics: Perspectives on the Dynamic Earth""","""Research""","2005"
"10891","1.0","1072","[""PHYS""]","66","""0/999""","1072","","","[""Dahl David A.""]","""0/999""","100","[""SC 170""]","64","""Principles Physics I""","124","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","""Principles of Physics I""","""Research""","2005"
"10892","0.0","1073","[""PHYS""]","3","""0/999""","1072","","","[""Dahl David A.""]","""0/999""","100","[""SC 111""]","20","""Prin Physics I/Lab""","124","false","""A""","1","""0/16""","""0/999""","""C""","20051","[""M 1255-0325PM""]","","""Lab""","2005"
"10893","1.0","1072","[""PHYS""]","62","""0/999""","1072","","","[""Jason J. Engbrecht""]","""0/999""","100","[""SC 170""]","64","""Principles Physics I""","124","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","""Principles of Physics I""","""Research""","2005"
"10894","0.0","1073","[""PHYS""]","5","""0/999""","1072","","","[""Jason J. Engbrecht""]","""0/999""","100","[""SC 111""]","22","""Prin Physics I/Lab""","124","false","""B""","1","""0/16""","""0/999""","""C""","20051","[""T 1145-0215PM""]","","""Lab""","2005"
"10895","0.0","1073","[""PHYS""]","5","""0/999""","1072","","","[""Jason J. Engbrecht""]","""0/999""","100","[""SC 111""]","22","""Prin Physics I/Lab""","124","false","""C""","1","""0/16""","""0/999""","""C""","20051","[""Th 0820-1050""]","","""Lab""","2005"
"10896","0.0","1073","[""PHYS""]","4","""0/999""","1072","","","[""Dahl David A.""]","""0/999""","100","[""SC 111""]","18","""Prin Physics I/Lab""","124","false","""D""","1","""0/16""","""0/999""","""C""","20051","[""Th 0215-0445PM""]","","""Lab""","2005"
"10897","0.0","1073","[""PHYS""]","8","""0/999""","1072","","","[""Jason J. Engbrecht""]","""0/999""","100","[""SC 111""]","20","""Prin Physics I/Lab""","124","false","""E""","1","""0/16""","""0/999""","""C""","20051","[""F 1255-0325PM""]","","""Lab""","2005"
"10898","0.0","1073","[""PHYS""]","3","""0/999""","1072","","","[""Dahl David A.""]","""0/999""","100","[""SC 111""]","22","""Prin Physics I/Lab""","124","false","""F""","1","""0/16""","""0/999""","""C""","20051","[""T 0230-0500PM""]","","""Lab""","2005"
"10899","1.0","1076","[""PHYS""]","25","""0/999""","","","","[""Amy Kolan""]","""0/999""","100","","40","""Analytical I""","126","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140"", ""T 1005-1100"", ""Th 0955-1050""]","""Analytical Physics I""","""Research""","2005"
"10900","0.0","1077","[""PHYS""]","9","""0/999""","","","","[""Amy Kolan""]","""0/999""","100","[""SC 159""]","18","""Analytical I/Lab""","126","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""M 1255-0325PM""]","","""Lab""","2005"
