"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"673",10924,1,1128,"['PSCI']","More and more, world politics, the politics among nations, controls domestic politics. With the fall of Communism an entirely new world regime is emerging. By examining the subjects of realism, globalism, power, levels of analysis, ideology, global inequality, non-state actors, political economy, transnational policy issues, war, peace and international organization, students are challenged to come to grips with these changes. Offered periodically.",NA,"",NA,"['Anthony Lott']",200,"['HH 577']","World Politics","",258,"False","False","",1,"O",20051,"['MWF 0200-0255PM']","","Research",2005,21
"674",10925,1,1130,"['PSCI']","Machiavelli founded modern political philosophy by asking How does the ruler acquire power? This course explores how modern political thinkers answered this question by changing the grounds of authority from religious and philosophical foundations to rational ones. Texts include Machiavelli's Prince and Hobbes's Leviathan, Locke's Second Treatise, Rousseau's Social Contract, Marx's Communist Manifesto, and Nietzsche's Use and Abuse of History. Offered periodically.",NA,"",NA,"['Douglas J. Casson']",200,"['BMC 102']","Hist Mod Pol Thought","",260,"False","False","",1,"O",20051,"['MWF 1255-0150PM']","History of Modern Political Thought","Research",2005,18
"675",10926,1,1133,"['PSCI']","Students examine ethical issues related to family life in the United States. Topics include the nature and purpose of the family; a history of family structures and values; the family as a school of justice; and the relationship between the family and the state. Students explore a variety of theological and philosophical traditions, on such issues as marriage and divorce, contraception and abortion, parenting practices, and public policy.",NA,"",NA,"['Jo M. Beld']",200,"['HH 317', 'HH 317']","Family Values","",270,"False","False","",1,"C",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,33
"676",10927,1,1139,"['PSCI']","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"677",10928,1,1139,"['PSCI']","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","A",1,"O",20051,"","Internship","Research",2005,0
"678",10929,1,1141,"['PSCI']","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"679",10930,1,1141,"['PSCI']","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,0
"680",10931,1,1141,"['PSCI']","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","B",1,"O",20051,"","Independent Study","Research",2005,0
"681",10932,1,1148,"['PSCI']","This is an advanced course in the area of political thought. The topic, either a detailed study of major works or themes in political philosophy, will vary with each offering. Prerequisite: Political Science 220 and one other course in political thought.",NA,"",NA,"['Douglas J. Casson']",300,"['HH 515', 'HH 515']","Studies Pol Thought","",384,"False","Prerequisite: Political Science 220 and one other course in political thought.","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Seminar in Political Theory","Research",2005,18
"682",10933,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area.",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"683",10934,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.",NA,"",NA,"['Kristina Thalhammer']",300,"","IR/African Development","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,1
"684",10935,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20051,"","Independent Research","Research",2005,0
"685",10936,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20051,"","Independent Research","Research",2005,0
"686",10937,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20051,"","Independent Research","Research",2005,0
"687",10938,1,1153,"['PSCI']","Seminars are special topics courses offered periodically by the department. The specific title of the seminar will be listed in the Class and Lab Schedule when it is offered.",NA,"",NA,"['D Christopher Brooks']",300,"['BMC 109']","Sem: Dem Transitions","",399,"False","False","",1,"C",20051,"['MWF 1045-1140']","Seminar","Seminar",2005,16
"688",10939,1,1154,"['PSYCH']","This course examines the basic principles and methods of psychological science from an evolutionary and cultural perspective. Students use critical thinking skills to examine fascinating topics: dreaming, cultural influences, identity, learning, thinking and the biology of behavior. Applying basic research methods, students act as skeptical scientists. This course applies to almost any career choice in today's world and provides insight into self and others. GE: NST, HBS. Offered every semester.",NA,"",NA,"['Gary M. Muir']",100,"['HH 501']","Principles: Psych","",125,"False","False","A",1,"O",20051,"['MWF 0905-1000']","Principles of Psychology","Research",2005,124
"689",10940,1,1154,"['PSYCH']","This course examines the basic principles and methods of psychological science from an evolutionary and cultural perspective. Students use critical thinking skills to examine fascinating topics: dreaming, cultural influences, identity, learning, thinking and the biology of behavior. Applying basic research methods, students act as skeptical scientists. This course applies to almost any career choice in today's world and provides insight into self and others. GE: NST, HBS. Offered every semester.",NA,"",NA,"['Howard Thorsheim']",100,"['HH 501', 'HH 501']","Principles: Psych","",125,"False","False","B",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Principles of Psychology","Research",2005,123
"692",10943,1,1158,"['PSYCH']","This course prepares the student with tools for understanding how research studies in psychology are conceptualized, designed, carried out, interpreted, and disseminated to the public. Use of library and Internet resources, ethical guidelines in the conduct of research and the skills of good scientific writing will be emphasized. Students work independently and in small groups to design and conduct their own research projects. Prerequisites: Psychology 125, Statistics 110, 212, or 263. Offered every semester.",NA,"",NA,"['Rebecca M. Starr']",200,"['HH 302']","Research Methods","",231,"False","Prerequisites: Psychology 125, Statistics 110, 212, or 263. Offered every semester.","A",1,"C",20051,"['MWF 1045-1140']","Research Methods in Psychology","Research",2005,15
"693",10944,1,1158,"['PSYCH']","This course prepares the student with tools for understanding how research studies in psychology are conceptualized, designed, carried out, interpreted, and disseminated to the public. Use of library and Internet resources, ethical guidelines in the conduct of research and the skills of good scientific writing will be emphasized. Students work independently and in small groups to design and conduct their own research projects. Prerequisites: Psychology 125, Statistics 110, 212, or 263. Offered every semester.",NA,"",NA,"['Rebecca M. Starr']",200,"['HH 302']","Research Methods","",231,"False","Prerequisites: Psychology 125, Statistics 110, 212, or 263. Offered every semester.","B",1,"O",20051,"['MWF 1150-1245PM']","Research Methods in Psychology","Research",2005,9
"694",10945,1,1159,"['PSYCH']","This course offers the opportunity to study our senses and sensibilities -- sensations of cold, tenderness and pain, perceptions of movement, pitch, symmetry and color. Students participate actively in psychophysical, physiological and perceptual laboratories and classes on vision, audition, somesthesis and the chemical senses. Laboratory and other independent work is required. Students attend three hours lecture and three hours laboratory per week. Prerequisite: Psychology 125. GE: NST, NSL. Offered every year.",1159,"",NA,"['Bonnie Sherman']",200,"['HH 204']","Sensation/Perception","",235,"False","Prerequisite: Psychology 125. GE: NST, NSL. Offered every year.","",1,"O",20051,"['MWF 0905-1000']","Sensation and Perception","Research",2005,17
