"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"571",12295,1,1141,"['PSCI']","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"572",12297,1,1144,"['PSCI']","The course introduces core questions, concepts and theories of international relations. Topics will vary, ranging from persistent problems and enduring themes in global relations to prominent questions confronting scholars of international relations. The course highlights methods and practices of political science research, and includes a major research project. Prerequisites: Political Science 220 and one other course in international relations. Offered annually.","",NA,"",NA,"['Anthony Lott']",300,"['OM 031', 'OM 031']","Sem: Intl Relations",321,"False","Prerequisites: Political Science 220 and one other course in international relations. Offered annually.","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","Seminar in International Relations","Seminar",2005,20
"573",12298,1,1151,"['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area.","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"574",12299,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.","",NA,"",NA,"['Anthony Lott']",300,"","IR/Water Private Africa",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"575",12301,1,1153,"['PSCI']","Seminars are special topics courses offered periodically by the department. The specific title of the seminar will be listed in the Class and Lab Schedule when it is offered.","",NA,"",NA,"['D Christopher Brooks']",300,"['HH 514']","Sem: Social Movements",399,"False","False","B",3,"O",20053,"['MWF 1255-0150PM']","Seminar","Seminar",2005,10
"598",12325,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Gary Stansell']",100,"['BMC 111']","Bible/Culture/Commun",121,"False","False","A",3,"C",20053,"['MWF 0800-0855']","Bible in Culture and Community","Research",2005,21
"599",12326,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['William Poehlmann']",100,"['BMC 102']","Bible/Culture/Commun",121,"False","False","B",3,"O",20053,"['MWF 0905-1000']","Bible in Culture and Community","Research",2005,17
"600",12327,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Gary Stansell']",100,"['BMC 111']","Bible/Culture/Commun",121,"False","False","C",3,"O",20053,"['MWF 1045-1140']","Bible in Culture and Community","Research",2005,19
"601",12328,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['John Barbour']",100,"['BMC 110']","Bible/Culture/Commun",121,"False","False","D",3,"C",20053,"['MWF 1045-1140']","Bible in Culture and Community","Research",2005,19
"602",12329,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Gregory A. Walter']",100,"['BMC 110']","Bible/Culture/Commun",121,"False","False","E",3,"C",20053,"['MWF 1150-1245PM']","Bible in Culture and Community","Research",2005,19
"603",12330,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Amy R. Gohdes-Luhman']",100,"['BMC 102']","Bible/Culture/Commun",121,"False","False","F",3,"O",20053,"['MWF 1150-1245PM']","Bible in Culture and Community","Research",2005,17
"604",12331,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Philip E. Stoltzfus']",100,"['BMC 102']","Bible/Culture/Commun",121,"False","False","G",3,"C",20053,"['MWF 1255-0150PM']","Bible in Culture and Community","Research",2005,18
"605",12332,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Philip E. Stoltzfus']",100,"['BMC 102']","Bible/Culture/Commun",121,"False","False","H",3,"C",20053,"['MWF 0200-0255PM']","Bible in Culture and Community","Research",2005,19
"606",12333,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Jason J. Ripley']",100,"['BMC 110', 'BMC 110']","Bible/Culture/Commun",121,"False","False","I",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","Bible in Culture and Community","Research",2005,19
"607",12334,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Douglas Schuurman']",100,"['BMC 101', 'BMC 101']","Bible/Culture/Commun",121,"False","False","J",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","Bible in Culture and Community","Research",2005,19
"608",12335,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['W. Bruce Benson']",100,"['BMC 110', 'BMC 110']","Bible/Culture/Commun",121,"False","False","K",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","Bible in Culture and Community","Research",2005,16
"609",12336,1,1191,"['REL']","This course introduces first-year students to the dialogue between the Biblical tradition and the cultures and communities related to it. Students study the Biblical storyline, major Biblical texts and their interaction with (e.g.) theology, religious practice, ethics and social values, while considering methods and fields in the study of religion in a liberal arts setting. An additional prospectus describes the theme of each section.","",NA,"",NA,"['Douglas Schuurman']",100,"['BMC 101', 'BMC 101']","Bible/Culture/Commun",121,"False","False","L",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Bible in Culture and Community","Research",2005,20
